DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
04/14/2018,12:40,,,40.732937,-73.920395,"(40.732937, -73.920395)",LONG ISLAND EXPRESSWAY          ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3880638,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/14/2018,12:40,BRONX,10466,40.889923,-73.85931,"(40.889923, -73.85931)",EAST 228 STREET                 ,WHITE PLAINS ROAD,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unsafe Speed,,,,3881496,TAXI,PASSENGER VEHICLE,,,
04/14/2018,12:44,,,40.869545,-73.87972,"(40.869545, -73.87972)",WEBSTER AVENUE                  ,,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Reaction to Other Uninvolved Vehicle,,,,3880599,BU,PASSENGER VEHICLE,,,
04/14/2018,12:45,QUEENS,11385,40.694107,-73.89737,"(40.694107, -73.89737)",CYPRESS AVENUE                  ,COOPER AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3880534,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/14/2018,12:45,STATEN ISLAND,10306,40.570175,-74.09441,"(40.570175, -74.09441)",GREELEY AVENUE                  ,COLONY AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3881373,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/14/2018,12:45,,,40.79806,-73.97554,"(40.79806, -73.97554)",HENRY HUDSON PARKWAY            ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3880634,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/14/2018,12:45,,,40.679012,-73.74928,"(40.679012, -73.74928)",MERRICK BOULEVARD               ,220 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3882341,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/14/2018,12:45,BRONX,10459,40.827457,-73.88797,"(40.827457, -73.88797)",,,1145      LONGFELLOW AVENUE             ,1,0,0,0,1,0,0,0,Unsafe Lane Changing,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,3880812,PASSENGER VEHICLE,BICYCLE,,,
04/14/2018,12:45,MANHATTAN,10024,40.788662,-73.978035,"(40.788662, -73.978035)",,,535       WEST END AVENUE               ,1,0,0,0,1,0,0,0,Following Too Closely,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,3881280,BICYCLE,TAXI,,,
04/14/2018,12:45,QUEENS,11412,40.69802,-73.7623,"(40.69802, -73.7623)",FARMERS BOULEVARD               ,MURDOCK AVENUE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Traffic Control Disregarded,Unspecified,Unspecified,,3880706,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,
04/14/2018,12:50,MANHATTAN,10018,40.757202,-73.99354,"(40.757202, -73.99354)",,,543       9 AVENUE                      ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3881512,TAXI,tow,,,
04/14/2018,12:50,,,40.757145,-73.99357,"(40.757145, -73.99357)",9 AVENUE                        ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3882322,TOW T,TAXI,,,
04/14/2018,12:55,,,40.90122,-73.90322,"(40.90122, -73.90322)",HENRY HUDSON PARKWAY            ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3881612,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/14/2018,13:00,BRONX,10461,40.847034,-73.844734,"(40.847034, -73.844734)",,,1720      EASTCHESTER ROAD              ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3880657,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/14/2018,13:00,BROOKLYN,11208,40.683346,-73.88651,"(40.683346, -73.88651)",JAMAICA AVENUE                  ,CLEVELAND STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3882111,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/14/2018,13:00,BROOKLYN,11208,40.68026,-73.88091,"(40.68026, -73.88091)",,,200       HIGHLAND PLACE                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3882179,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/14/2018,13:00,BROOKLYN,11214,40.607258,-74.00265,"(40.607258, -74.00265)",86 STREET                       ,18 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3880580,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/14/2018,13:00,BROOKLYN,11226,40.65415,-73.949936,"(40.65415, -73.949936)",NOSTRAND AVENUE                 ,LENOX ROAD,,0,0,0,0,0,0,0,0,Unspecified,,,,,3881684,PASSENGER VEHICLE,,,,
04/14/2018,13:00,BROOKLYN,11226,40.639984,-73.94842,"(40.639984, -73.94842)",NOSTRAND AVENUE                 ,NEWKIRK AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3881668,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/08/2018,20:45,,,,,,CROSS BRONX EXPY                ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3879168,PASSENGER VEHICLE,DS,,,
04/14/2018,13:00,BROOKLYN,11237,40.70547,-73.916855,"(40.70547, -73.916855)",,,404       STOCKHOLM STREET              ,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,3880989,SPORT UTILITY / STATION WAGON,AMBUL,,,
04/14/2018,13:00,MANHATTAN,10001,40.745422,-73.990974,"(40.745422, -73.990974)",AVENUE OF THE AMERICAS          ,WEST 27 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3881145,AR,PASSENGER VEHICLE,,,
04/14/2018,13:00,MANHATTAN,10002,40.71629,-73.99473,"(40.71629, -73.99473)",,,53        CHRYSTIE STREET               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3881404,TR,PICK-UP TRUCK,,,
04/14/2018,13:00,,,40.684002,-73.81603,"(40.684002, -73.81603)",109 AVENUE                      ,126 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3880629,PICK-UP TRUCK,PASSENGER VEHICLE,,,
04/14/2018,13:00,,,40.68205,-73.8605,"(40.68205, -73.8605)",78 STREET                       ,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3882087,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/14/2018,13:00,,,40.707027,-73.9236,"(40.707027, -73.9236)",JEFFERSON STREET                ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3880814,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/14/2018,13:00,,,40.693726,-73.75485,"(40.693726, -73.75485)",LINDEN BOULEVARD                ,197 STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3882421,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/14/2018,13:10,QUEENS,11385,40.704407,-73.876274,"(40.704407, -73.876274)",,,71-35     73 PLACE                      ,0,0,0,0,0,0,0,0,Unspecified,,,,,3880773,PASSENGER VEHICLE,,,,
04/14/2018,13:10,,,40.85673,-73.90279,"(40.85673, -73.90279)",EAST 182 STREET                 ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3882250,SPORT UTILITY / STATION WAGON,,,,
04/14/2018,13:10,,,40.75834,-73.95775,"(40.75834, -73.95775)",QUEENSBORO BRIDGE LOWER ROADWAY ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3882104,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/14/2018,13:10,,,40.588707,-73.974236,"(40.588707, -73.974236)",SHELL ROAD                      ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3881009,TK,PASSENGER VEHICLE,,,
04/14/2018,13:11,BRONX,10455,40.814766,-73.918755,"(40.814766, -73.918755)",WILLIS AVENUE                   ,EAST 147 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,3882220,SPORT UTILITY / STATION WAGON,TK,PASSENGER VEHICLE,,
04/14/2018,13:15,MANHATTAN,10038,40.71058,-74.007385,"(40.71058, -74.007385)",NASSAU STREET                   ,ANN STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3881648,TK,PASSENGER VEHICLE,,,
04/14/2018,13:23,QUEENS,11420,40.684597,-73.81394,"(40.684597, -73.81394)",109 AVENUE                      ,129 STREET,,0,0,0,0,0,0,0,0,Unsafe Speed,Failure to Yield Right-of-Way,Unspecified,,,3880686,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/14/2018,13:29,MANHATTAN,10022,40.759308,-73.9653,"(40.759308, -73.9653)",EAST 57 STREET                  ,2 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3880482,PICK-UP TRUCK,TAXI,,,
04/14/2018,13:29,QUEENS,11101,40.752216,-73.948814,"(40.752216, -73.948814)",43 AVENUE                       ,10 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3880519,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/14/2018,13:30,BRONX,10460,40.840656,-73.874504,"(40.840656, -73.874504)",,,1160      LEBANON STREET                ,0,0,0,0,0,0,0,0,Unspecified,,,,,3880992,PASSENGER VEHICLE,,,,
04/14/2018,13:30,QUEENS,11378,40.722866,-73.90164,"(40.722866, -73.90164)",,,64-07     GRAND AVENUE                  ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3880784,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/14/2018,13:30,,,40.697678,-73.851845,"(40.697678, -73.851845)",PARK LANE SOUTH                 ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3880608,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/14/2018,13:30,,,40.58387,-74.14904,"(40.58387, -74.14904)",,,1466      FOREST HILL ROAD              ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3880641,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/14/2018,13:30,STATEN ISLAND,10305,40.592365,-74.07684,"(40.592365, -74.07684)",FOCH AVENUE                     ,MALLORY AVENUE,,1,0,1,0,0,0,0,0,,,,,,3881338,,,,,
04/14/2018,13:30,,,,,,BRONX RIVER PARKWAY             ,MOSHOLU PARKWAY,,1,0,0,0,0,0,1,0,Brakes Defective,,,,,3880600,SPORT UTILITY / STATION WAGON,,,,
04/14/2018,13:35,,,40.588924,-74.167625,"(40.588924, -74.167625)",RICHMOND AVENUE                 ,RICHMOND HILL ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3880640,TAXI,PASSENGER VEHICLE,,,
04/14/2018,13:40,QUEENS,11419,40.687355,-73.83517,"(40.687355, -73.83517)",,,108-09    101 AVENUE                    ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3880597,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/14/2018,13:40,QUEENS,11432,,,,henley road                     ,midland parkway,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3880604,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/14/2018,13:45,BROOKLYN,11204,40.61772,-73.9916,"(40.61772, -73.9916)",,,6713      18 AVENUE                     ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3880481,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/14/2018,13:45,,,40.765427,-73.7246,"(40.765427, -73.7246)",LITTLE NECK PARKWAY             ,NASSAU BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3880591,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/14/2018,13:47,BROOKLYN,11235,40.587303,-73.96036,"(40.587303, -73.96036)",CONEY ISLAND AVENUE             ,AVENUE Z,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3881022,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/14/2018,13:51,BROOKLYN,11205,40.693905,-73.96701,"(40.693905, -73.96701)",,,166       WASHINGTON AVENUE             ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3880632,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/14/2018,13:55,BROOKLYN,11206,40.70778,-73.93854,"(40.70778, -73.93854)",MONTROSE AVENUE                 ,BUSHWICK PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3881428,DS,PASSENGER VEHICLE,,,
04/14/2018,13:58,,,40.676018,-73.89398,"(40.676018, -73.89398)",ATLANTIC AVENUE                 ,,,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,,,,3882112,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/14/2018,14:00,QUEENS,11004,40.74613,-73.70865,"(40.74613, -73.70865)",,,79-60     263 STREET                    ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3881855,SPORT UTILITY / STATION WAGON,,,,
04/14/2018,14:10,BRONX,10452,40.834164,-73.922226,"(40.834164, -73.922226)",RIVER AVENUE                    ,MCCLELLAN STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3881178,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/14/2018,14:10,,,40.713104,-73.83375,"(40.713104, -73.83375)",AUSTIN STREET                   ,UNION TURNPIKE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3880497,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/14/2018,14:12,QUEENS,11101,40.756687,-73.94455,"(40.756687, -73.94455)",,,40-08     10 STREET                     ,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,3881058,SPORT UTILITY / STATION WAGON,,,,
04/14/2018,14:15,BROOKLYN,11237,40.706512,-73.9309,"(40.706512, -73.9309)",KNICKERBOCKER AVENUE            ,HARRISON PLACE,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3882078,MOTORCYCLE,,,,
04/14/2018,14:15,MANHATTAN,10004,40.702957,-74.01151,"(40.702957, -74.01151)",BROAD STREET                    ,WATER STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3881142,PASSENGER VEHICLE,PICK-UP TRUCK,,,
04/14/2018,14:15,MANHATTAN,10018,40.758976,-73.99394,"(40.758976, -73.99394)",WEST 42 STREET                  ,DYER AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,,,,3881544,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/14/2018,14:15,QUEENS,11434,40.683777,-73.76975,"(40.683777, -73.76975)",MERRICK BOULEVARD               ,BAISLEY BOULEVARD,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3880710,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/14/2018,14:16,BRONX,10463,40.876606,-73.89959,"(40.876606, -73.89959)",SEDGWICK AVENUE                 ,PEROT STREET,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3881615,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/14/2018,14:17,QUEENS,11373,40.735455,-73.88127,"(40.735455, -73.88127)",,,85-30     GRAND AVENUE                  ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3881155,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/14/2018,14:20,MANHATTAN,10039,40.822308,-73.93859,"(40.822308, -73.93859)",7 AVENUE                        ,WEST 146 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3881101,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/14/2018,14:20,,,40.574818,-73.97356,"(40.574818, -73.97356)",SURF AVENUE                     ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3881124,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/14/2018,14:24,QUEENS,11691,40.605335,-73.75528,"(40.605335, -73.75528)",BEACH CHANNEL DRIVE             ,MOTT AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3882315,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/14/2018,14:25,BROOKLYN,11204,40.62172,-73.98674,"(40.62172, -73.98674)",,,1813      60 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,3881220,SPORT UTILITY / STATION WAGON,,,,
04/14/2018,14:25,QUEENS,11419,40.69463,-73.825615,"(40.69463, -73.825615)",,,121-12    ATLANTIC AVENUE               ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3881316,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/14/2018,14:25,,,40.80949,-73.95167,"(40.80949, -73.95167)",8 AVENUE                        ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3882245,SPORT UTILITY / STATION WAGON,,,,
04/14/2018,14:28,BRONX,10459,40.822456,-73.88569,"(40.822456, -73.88569)",,,1360      BRUCKNER BOULEVARD            ,0,0,0,0,0,0,0,0,Driver Inexperience,,,,,3880746,SPORT UTILITY / STATION WAGON,,,,
04/14/2018,14:29,QUEENS,11375,40.714195,-73.83684,"(40.714195, -73.83684)",BURNS STREET                    ,UNDERWOOD ROAD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3881433,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/14/2018,14:30,QUEENS,11103,40.760788,-73.91088,"(40.760788, -73.91088)",46 STREET                       ,30 ROAD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3881070,SPORT UTILITY / STATION WAGON,TAXI,,,
04/14/2018,14:30,QUEENS,11428,40.715145,-73.74935,"(40.715145, -73.74935)",JAMAICA AVENUE                  ,211 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3881886,SPORT UTILITY / STATION WAGON,,,,
04/14/2018,14:30,QUEENS,11434,40.6948,-73.77262,"(40.6948, -73.77262)",178 STREET                      ,MURDOCK AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3880707,SPORT UTILITY / STATION WAGON,,,,
04/14/2018,14:30,,,,,,FLATBUSH AVENUE                 ,GRAND ARMY PLAZA,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3880986,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/14/2018,14:30,BROOKLYN,11209,40.623463,-74.03107,"(40.623463, -74.03107)",3 AVENUE                        ,86 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,3880504,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
04/14/2018,14:32,,,40.585136,-73.95918,"(40.585136, -73.95918)",SHORE PARKWAY                   ,EAST 11 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3881024,VN,PASSENGER VEHICLE,,,
04/14/2018,14:33,,,40.781,-73.77009,"(40.781, -73.77009)",CROSS ISLAND PARKWAY            ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,3880852,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/14/2018,14:35,QUEENS,11691,40.604187,-73.75584,"(40.604187, -73.75584)",,,11-001    BEACH CHANNEL DRIVE           ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3882313,DS,CONV,,,
04/14/2018,14:38,BROOKLYN,11207,40.65342,-73.88898,"(40.65342, -73.88898)",COZINE AVENUE                   ,GEORGIA AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,View Obstructed/Limited,,,,3882181,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/14/2018,14:44,,,40.869522,-73.8899,"(40.869522, -73.8899)",EAST 198 STREET                 ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3880623,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/14/2018,14:45,MANHATTAN,10003,,,,UNION SQUARE EAST               ,EAST 14 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3880491,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/14/2018,14:47,,,40.8233,-73.88003,"(40.8233, -73.88003)",BRUCKNER EXPRESSWAY             ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3880514,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/14/2018,14:50,QUEENS,11435,,,,,,138-15    84 Drive                      ,0,0,0,0,0,0,0,0,Unspecified,,,,,3881454,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/14/2018,14:50,,,40.7563,-73.92007,"(40.7563, -73.92007)",34 AVENUE                       ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3881103,SPORT UTILITY / STATION WAGON,,,,
04/14/2018,14:57,BRONX,10467,40.8678,-73.86251,"(40.8678, -73.86251)",MATTHEWS AVENUE                 ,ARNOW AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3880645,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/14/2018,14:57,BRONX,10468,40.861744,-73.911804,"(40.861744, -73.911804)",WEST FORDHAM ROAD               ,CEDAR AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3880668,SPORT UTILITY / STATION WAGON,,,,
04/14/2018,15:00,BRONX,10461,40.84876,-73.84681,"(40.84876, -73.84681)",,,1621      TENBROECK AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,,,,,3881302,SPORT UTILITY / STATION WAGON,,,,
04/14/2018,15:00,BROOKLYN,11212,40.66465,-73.92218,"(40.66465, -73.92218)",,,745       RALPH AVENUE                  ,0,0,0,0,0,0,0,0,Unspecified,,,,,3880663,SPORT UTILITY / STATION WAGON,,,,
04/14/2018,15:00,BROOKLYN,11230,,,,,,1924      AVENUE N                      ,0,0,0,0,0,0,0,0,Unspecified,,,,,3881381,SPORT UTILITY / STATION WAGON,,,,
04/14/2018,15:00,QUEENS,11103,40.755764,-73.91218,"(40.755764, -73.91218)",BROADWAY                        ,NEWTOWN ROAD,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Following Too Closely,,,,3881062,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/14/2018,15:00,QUEENS,11420,40.667572,-73.8257,"(40.667572, -73.8257)",115 STREET                      ,150 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3880633,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/14/2018,15:00,STATEN ISLAND,10306,40.564304,-74.11597,"(40.564304, -74.11597)",,,2800      HYLAN BOULEVARD               ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3880719,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/14/2018,15:00,,,40.7375,-73.93385,"(40.7375, -73.93385)",LONG ISLAND EXPRESSWAY          ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3880709,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/14/2018,15:00,,,40.535656,-74.20813,"(40.535656, -74.20813)",RAMONA AVENUE                   ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3881441,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/14/2018,15:02,BROOKLYN,11235,40.583794,-73.94136,"(40.583794, -73.94136)",,,2702      EMMONS AVENUE                 ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3881205,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
04/14/2018,15:05,BROOKLYN,11229,40.608063,-73.9383,"(40.608063, -73.9383)",FILLMORE AVENUE                 ,MADISON PLACE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,View Obstructed/Limited,,,,3880701,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/14/2018,15:10,QUEENS,11354,40.768402,-73.808556,"(40.768402, -73.808556)",156 STREET                      ,33 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3880853,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/14/2018,15:10,,,40.74094,-74.007484,"(40.74094, -74.007484)",WEST 13 STREET                  ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3881088,3D,PASSENGER VEHICLE,,,
04/14/2018,15:10,,,40.795383,-73.92994,"(40.795383, -73.92994)",FDR DRIVE                       ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3882236,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/14/2018,15:10,BROOKLYN,11236,40.63581,-73.899734,"(40.63581, -73.899734)",EAST 91 STREET                  ,AVENUE L,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Traffic Control Disregarded,,,,3881738,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/14/2018,15:11,,,40.664776,-73.99172,"(40.664776, -73.99172)",PROSPECT EXPRESSWAY RAMP        ,,,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,Unspecified,,,3881342,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/14/2018,15:15,,,40.57864,-74.16954,"(40.57864, -74.16954)",,,2791      RICHMOND AVENUE               ,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Driver Inattention/Distraction,,,,3880642,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/14/2018,15:18,STATEN ISLAND,10306,40.573193,-74.11009,"(40.573193, -74.11009)",CLAWSON STREET                  ,BURBANK AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3880718,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
